Start (s),End (s),Scientific.name,Common.name,Confidence,File
345.0,348.0,Certhia brachydactyla,Short-toed Treecreeper,0.9427,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
348.0,351.0,Parus major,Great Tit,0.7496,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
363.0,366.0,Parus major,Great Tit,0.6825,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
366.0,369.0,Turdus merula,Eurasian Blackbird,0.5179,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
369.0,372.0,Cyanistes caeruleus,Eurasian Blue Tit,0.8174,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
372.0,375.0,Parus major,Great Tit,0.7961,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
378.0,381.0,Certhia brachydactyla,Short-toed Treecreeper,0.5164,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
381.0,384.0,Parus major,Great Tit,0.8387,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
384.0,387.0,Parus major,Great Tit,0.6160,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
390.0,393.0,Parus major,Great Tit,0.5767,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
399.0,402.0,Cyanistes caeruleus,Eurasian Blue Tit,0.5207,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
414.0,417.0,Parus major,Great Tit,0.5405,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
417.0,420.0,Turdus merula,Eurasian Blackbird,0.6764,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
429.0,432.0,Cyanistes caeruleus,Eurasian Blue Tit,0.9206,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
441.0,444.0,Cyanistes caeruleus,Eurasian Blue Tit,0.8027,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
450.0,453.0,Carduelis carduelis,European Goldfinch,0.5882,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
453.0,456.0,Cyanistes caeruleus,Eurasian Blue Tit,0.7306,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
456.0,459.0,Cyanistes caeruleus,Eurasian Blue Tit,0.6558,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
459.0,462.0,Cyanistes caeruleus,Eurasian Blue Tit,0.5262,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
468.0,471.0,Cyanistes caeruleus,Eurasian Blue Tit,0.5589,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
474.0,477.0,Cyanistes caeruleus,Eurasian Blue Tit,0.7951,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
492.0,495.0,Certhia brachydactyla,Short-toed Treecreeper,0.7110,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
495.0,498.0,Cyanistes caeruleus,Eurasian Blue Tit,0.8906,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
507.0,510.0,Cyanistes caeruleus,Eurasian Blue Tit,0.7965,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
516.0,519.0,Cyanistes caeruleus,Eurasian Blue Tit,0.9261,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
519.0,522.0,Certhia brachydactyla,Short-toed Treecreeper,0.8141,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
522.0,525.0,Cyanistes caeruleus,Eurasian Blue Tit,0.5432,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
537.0,540.0,Certhia brachydactyla,Short-toed Treecreeper,0.9255,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
546.0,549.0,Certhia brachydactyla,Short-toed Treecreeper,0.9397,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
555.0,558.0,Certhia brachydactyla,Short-toed Treecreeper,0.8686,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
564.0,567.0,Certhia brachydactyla,Short-toed Treecreeper,0.9695,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
573.0,576.0,Certhia brachydactyla,Short-toed Treecreeper,0.8342,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_130000.WAV
3.0,6.0,Turdus merula,Eurasian Blackbird,0.7004,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
15.0,18.0,Turdus merula,Eurasian Blackbird,0.5315,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
24.0,27.0,Turdus merula,Eurasian Blackbird,0.8695,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
42.0,45.0,Turdus merula,Eurasian Blackbird,0.9596,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
48.0,51.0,Turdus merula,Eurasian Blackbird,0.8681,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
54.0,57.0,Turdus merula,Eurasian Blackbird,0.9365,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
75.0,78.0,Turdus merula,Eurasian Blackbird,0.7127,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
87.0,90.0,Turdus merula,Eurasian Blackbird,0.8716,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
96.0,99.0,Turdus merula,Eurasian Blackbird,0.7485,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
102.0,105.0,Turdus merula,Eurasian Blackbird,0.7200,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
111.0,114.0,Turdus merula,Eurasian Blackbird,0.7558,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
141.0,144.0,Turdus merula,Eurasian Blackbird,0.9312,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
147.0,150.0,Turdus merula,Eurasian Blackbird,0.9206,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
153.0,156.0,Turdus merula,Eurasian Blackbird,0.6816,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
159.0,162.0,Turdus merula,Eurasian Blackbird,0.5855,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
168.0,171.0,Turdus merula,Eurasian Blackbird,0.9933,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
183.0,186.0,Turdus merula,Eurasian Blackbird,0.5721,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
201.0,204.0,Turdus merula,Eurasian Blackbird,0.8213,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
207.0,210.0,Turdus merula,Eurasian Blackbird,0.7129,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
222.0,225.0,Turdus merula,Eurasian Blackbird,0.8051,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
228.0,231.0,Turdus merula,Eurasian Blackbird,0.8990,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
234.0,237.0,Turdus merula,Eurasian Blackbird,0.5219,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
237.0,240.0,Turdus merula,Eurasian Blackbird,0.6346,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
270.0,273.0,Turdus merula,Eurasian Blackbird,0.6016,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
276.0,279.0,Turdus merula,Eurasian Blackbird,0.5660,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
303.0,306.0,Turdus merula,Eurasian Blackbird,0.8574,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
321.0,324.0,Turdus merula,Eurasian Blackbird,0.9653,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
336.0,339.0,Turdus merula,Eurasian Blackbird,0.7463,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
339.0,342.0,Turdus merula,Eurasian Blackbird,0.7933,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
369.0,372.0,Turdus merula,Eurasian Blackbird,0.8484,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
375.0,378.0,Turdus merula,Eurasian Blackbird,0.8386,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
387.0,390.0,Turdus merula,Eurasian Blackbird,0.8613,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
417.0,420.0,Turdus merula,Eurasian Blackbird,0.6399,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
429.0,432.0,Turdus merula,Eurasian Blackbird,0.7621,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
435.0,438.0,Turdus merula,Eurasian Blackbird,0.5584,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
450.0,453.0,Turdus merula,Eurasian Blackbird,0.8801,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
474.0,477.0,Turdus merula,Eurasian Blackbird,0.5254,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
486.0,489.0,Turdus merula,Eurasian Blackbird,0.8501,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
501.0,504.0,Turdus merula,Eurasian Blackbird,0.8683,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
507.0,510.0,Turdus merula,Eurasian Blackbird,0.5785,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
519.0,522.0,Turdus merula,Eurasian Blackbird,0.7133,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
525.0,528.0,Turdus merula,Eurasian Blackbird,0.8138,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
540.0,543.0,Turdus merula,Eurasian Blackbird,0.7089,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
543.0,546.0,Turdus merula,Eurasian Blackbird,0.8973,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
549.0,552.0,Turdus merula,Eurasian Blackbird,0.9254,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
555.0,558.0,Turdus merula,Eurasian Blackbird,0.6119,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
561.0,564.0,Turdus merula,Eurasian Blackbird,0.6102,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
576.0,579.0,Turdus merula,Eurasian Blackbird,0.9267,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
585.0,588.0,Turdus merula,Eurasian Blackbird,0.6913,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_140000.WAV
21.0,24.0,Turdus merula,Eurasian Blackbird,0.9679,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
39.0,42.0,Turdus merula,Eurasian Blackbird,0.6028,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
66.0,69.0,Turdus merula,Eurasian Blackbird,0.8384,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
72.0,75.0,Turdus merula,Eurasian Blackbird,0.5742,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
81.0,84.0,Turdus merula,Eurasian Blackbird,0.6288,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
87.0,90.0,Turdus merula,Eurasian Blackbird,0.8426,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
96.0,99.0,Turdus merula,Eurasian Blackbird,0.7002,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
99.0,102.0,Turdus merula,Eurasian Blackbird,0.6411,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
108.0,111.0,Turdus merula,Eurasian Blackbird,0.6460,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
114.0,117.0,Turdus merula,Eurasian Blackbird,0.6758,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
138.0,141.0,Turdus merula,Eurasian Blackbird,0.5944,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
177.0,180.0,Turdus merula,Eurasian Blackbird,0.5701,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
201.0,204.0,Turdus merula,Eurasian Blackbird,0.6561,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
234.0,237.0,Actitis hypoleucos,Common Sandpiper,0.6005,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
246.0,249.0,Turdus merula,Eurasian Blackbird,0.5537,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
267.0,270.0,Turdus merula,Eurasian Blackbird,0.7534,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
285.0,288.0,Turdus merula,Eurasian Blackbird,0.8283,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
291.0,294.0,Turdus merula,Eurasian Blackbird,0.6826,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
300.0,303.0,Turdus merula,Eurasian Blackbird,0.8049,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
306.0,309.0,Turdus merula,Eurasian Blackbird,0.5971,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
321.0,324.0,Turdus merula,Eurasian Blackbird,0.6024,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
330.0,333.0,Turdus merula,Eurasian Blackbird,0.6430,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
336.0,339.0,Turdus merula,Eurasian Blackbird,0.8175,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250427_160000.WAV
